age,gender,education,family,salary,working time,contract time,autonomy,intensity,interaction,meaningful,Declared satisfaction
55,W,Upper secondary or post-secondary education,Single adult without children,1427,60.0,long term,15,4,5,9,2
52,M,Upper secondary or post-secondary education,Single adult without children,838,37.0,long term,11,11,5,6,2
40,W,Tertiary education,Single adult with children,4859,40.0,long term,11,4,3,9,2
37,W,Upper secondary or post-secondary education,Couple without children,1897,32.0,long term,10,13,4,7,1
25,W,Primary or lower secondary education,Other type of household with children,1626,35.0,long term,12,7,2,10,1
40,M,Tertiary education,Couple without children,1656,38.0,long term,8,3,5,9,4
38,M,Upper secondary or post-secondary education,Other type of household without children,4853,39.0,long term,11,7,3,8,2
47,M,Upper secondary or post-secondary education,Other type of household without children,3049,35.0,long term,6,5,3,9,3
29,M,Tertiary education,Other type of household with children,1062,37.0,long term,14,14,5,10,1
33,W,Tertiary education,Single adult with children,1622,50.0,long term,10,10,5,8,3
61,W,Primary or lower secondary education,Other type of household with children,1594,36.0,long term,7,5,4,8,2
47,M,Tertiary education,Other type of household without children,794,39.0,long term,15,5,5,9,2
51,M,Upper secondary or post-secondary education,Other type of household without children,4024,55.0,long term,12,4,4,8,2
53,W,Tertiary education,Couple without children,4110,40.0,short term,11,12,4,8,2
47,M,Tertiary education,Single adult with children,2575,38.0,long term,7,12,4,8,3
66,M,Upper secondary or post-secondary education,Couple without children,1255,30.0,long term,11,11,4,10,2
38,W,Tertiary education,Other type of household with children,972,40.0,short term,5,2,5,10,3
63,M,Tertiary education,Other type of household without children,3998,40.0,long term,4,2,4,10,2
22,W,Tertiary education,Single adult without children,1553,28.0,long term,8,8,4,9,8
74,W,Upper secondary or post-secondary education,Single adult without children,2272,45.0,long term,8,4,4,8,2
30,M,Tertiary education,Other type of household without children,1633,35.0,long term,11,10,4,8,2
39,M,Upper secondary or post-secondary education,Couple without children,1320,35.0,long term,14,6,5,10,2
44,W,Tertiary education,Couple with children,3363,32.0,long term,9,13,3,8,3
73,W,Upper secondary or post-secondary education,Other type of household without children,3095,35.0,long term,13,14,4,9,1
41,M,Tertiary education,Other type of household with children,1704,39.0,long term,11,9,3,8,3
33,W,Upper secondary or post-secondary education,Couple with children,950,17.0,short term,3,2,5,9,2
26,W,Upper secondary or post-secondary education,Couple without children,1148,35.0,long term,8,14,4,8,2
37,M,Upper secondary or post-secondary education,Single adult with children,2858,39.0,long term,11,12,5,9,2
31,M,Upper secondary or post-secondary education,Other type of household with children,1611,35.0,long term,13,12,5,10,1
47,M,Upper secondary or post-secondary education,Couple with children,2524,36.0,long term,8,9,4,8,3
65,W,Primary or lower secondary education,Other type of household without children,4377,34.0,long term,8,2,4,10,2
31,M,Tertiary education,Other type of household without children,2986,27.0,long term,8,3,4,9,2
17,W,Upper secondary or post-secondary education,Couple with children,1744,50.0,long term,13,11,4,8,2
44,M,Tertiary education,Other type of household with children,2937,38.0,long term,12,9,4,10,2
62,M,Tertiary education,Single adult without children,2562,35.0,long term,3,14,3,2,3
74,M,Tertiary education,Other type of household without children,2716,35.0,long term,13,11,2,9,2
45,M,Primary or lower secondary education,Couple without children,1797,40.0,long term,9,13,4,8,3
54,W,Upper secondary or post-secondary education,Single adult without children,1387,44.0,long term,5,5,4,7,2
63,W,Upper secondary or post-secondary education,Other type of household with children,1518,50.0,long term,9,10,4,10,2
47,M,Tertiary education,Couple with children,7278,37.0,short term,14,6,4,10,2
42,W,No education completed,Couple with children,1730,35.0,long term,12,4,5,8,2
36,M,No education completed,Single adult without children,777,35.0,long term,13,10,5,10,2
48,W,Tertiary education,Couple without children,1457,35.0,short term,8,10,4,9,2
20,M,Tertiary education,Other type of household without children,969,50.0,long term,11,8,5,9,1
49,W,Tertiary education,Couple with children,1410,35.0,long term,11,12,3,10,1
44,M,Tertiary education,Single adult with children,1734,37.0,long term,10,14,2,8,2
36,W,Tertiary education,Other type of household with children,1455,36.0,long term,10,5,4,9,3
15,M,Primary or lower secondary education,Other type of household with children,2266,18.0,long term,7,4,4,8,1
43,W,Tertiary education,Single adult without children,1271,36.0,long term,10,5,4,9,3
39,M,Tertiary education,Couple without children,1757,34.0,long term,9,11,3,8,3
26,W,Upper secondary or post-secondary education,Couple without children,1576,38.0,long term,7,9,3,8,3
43,W,Tertiary education,Couple without children,2166,18.0,short term,15,11,4,9,1
50,W,No education completed,Couple without children,1114,36.0,long term,13,6,5,9,3
28,W,Upper secondary or post-secondary education,Other type of household with children,1948,36.0,long term,8,4,5,8,2
63,W,Upper secondary or post-secondary education,Couple without children,3629,40.0,long term,9,13,4,8,3
54,W,No education completed,Other type of household with children,1800,40.0,short term,10,14,4,10,2
37,W,Tertiary education,Other type of household with children,2074,35.0,long term,11,14,5,7,2
71,M,Upper secondary or post-secondary education,Couple with children,2156,16.0,long term,12,8,5,10,1
33,M,Tertiary education,Single adult without children,1120,45.0,long term,6,4,5,10,1
58,M,Tertiary education,Couple with children,2511,20.0,long term,10,9,5,7,3
44,M,Primary or lower secondary education,Single adult with children,1298,38.0,long term,13,13,5,10,2
72,M,Primary or lower secondary education,Couple with children,4302,35.0,long term,8,12,5,10,1
53,W,Tertiary education,Single adult with children,1290,37.0,long term,13,12,5,8,1
47,W,Upper secondary or post-secondary education,Single adult with children,1569,23.0,long term,15,8,4,10,3
31,W,Upper secondary or post-secondary education,Other type of household with children,1889,37.0,long term,7,6,4,9,2
42,M,Upper secondary or post-secondary education,Other type of household without children,3587,37.0,long term,9,8,4,8,2
21,M,Primary or lower secondary education,Couple without children,1357,24.0,long term,5,3,4,5,4
74,M,No education completed,Other type of household without children,6617,8.0,long term,7,5,5,10,2
26,W,Upper secondary or post-secondary education,Couple with children,2683,42.0,long term,10,10,4,9,2
36,W,Upper secondary or post-secondary education,Single adult without children,3206,39.0,long term,10,11,5,9,2
49,W,Tertiary education,Other type of household without children,2144,50.0,long term,12,14,5,9,2
65,M,Upper secondary or post-secondary education,Other type of household with children,3918,39.0,short term,4,9,3,6,3
62,M,Tertiary education,Couple without children,3178,39.0,long term,10,5,5,10,2
20,M,Primary or lower secondary education,Other type of household with children,1990,35.0,long term,14,13,4,10,1
47,M,Tertiary education,Other type of household with children,1986,39.0,long term,6,4,5,5,3
65,M,Tertiary education,Single adult with children,3505,18.0,short term,8,14,5,8,2
49,M,Tertiary education,Single adult with children,2588,30.0,long term,6,4,5,6,2
38,M,No education completed,Couple with children,3322,39.0,long term,8,6,4,8,2
54,W,Tertiary education,Single adult with children,599,40.0,short term,9,11,4,6,2
35,M,Primary or lower secondary education,Other type of household without children,2764,40.0,long term,9,2,4,8,3
46,M,Tertiary education,Other type of household without children,2174,35.0,long term,8,14,4,8,2
36,M,Tertiary education,Other type of household without children,1007,40.0,long term,9,12,4,8,2
48,M,Upper secondary or post-secondary education,Single adult without children,4760,24.0,long term,9,14,4,9,2
67,W,Tertiary education,Single adult with children,9037,39.0,long term,10,9,4,10,1
44,M,Tertiary education,Single adult with children,2868,42.0,long term,11,4,5,8,3
29,M,Upper secondary or post-secondary education,Couple without children,2797,35.0,long term,6,6,4,10,2
58,W,No education completed,Couple with children,2466,39.0,long term,15,4,2,6,3
46,M,Upper secondary or post-secondary education,Other type of household without children,3196,35.0,long term,13,11,2,9,2
68,M,Tertiary education,Couple without children,1271,39.0,long term,9,12,5,9,1
68,W,Tertiary education,Couple with children,3202,42.0,long term,10,8,5,8,2
73,M,Upper secondary or post-secondary education,Couple without children,9685,35.0,long term,3,10,4,9,2
60,W,No education completed,Other type of household with children,1823,27.0,long term,11,9,3,9,3
26,M,Primary or lower secondary education,Single adult without children,781,35.0,long term,10,11,3,8,2
65,M,Primary or lower secondary education,Couple without children,1872,43.0,long term,4,2,3,5,3
38,W,Upper secondary or post-secondary education,Single adult without children,3667,38.0,long term,11,10,4,7,2
22,M,Upper secondary or post-secondary education,Single adult with children,1054,50.0,long term,11,8,5,9,1
58,M,Tertiary education,Single adult with children,5834,37.0,long term,3,2,3,10,3
74,M,Primary or lower secondary education,Other type of household without children,3996,38.0,short term,5,8,3,6,4
45,W,Tertiary education,Other type of household without children,1729,35.0,long term,11,10,5,8,3
48,W,Tertiary education,Other type of household with children,1302,35.0,long term,9,14,5,10,2
73,M,Upper secondary or post-secondary education,Couple with children,904,32.0,long term,11,3,5,8,2
65,M,No education completed,Couple without children,1523,35.0,long term,6,13,4,6,1
44,M,Tertiary education,Single adult without children,877,39.0,long term,10,9,5,8,1
53,W,Tertiary education,Other type of household without children,1432,30.0,long term,12,11,4,8,2
54,W,No education completed,Couple without children,1895,39.0,short term,12,11,4,9,1
53,M,Primary or lower secondary education,Other type of household without children,1839,17.0,long term,4,7,3,7,2
73,M,Upper secondary or post-secondary education,Couple with children,1672,34.0,long term,8,14,1,9,1
35,M,Primary or lower secondary education,Single adult without children,2723,23.0,long term,11,4,5,10,2
47,M,Upper secondary or post-secondary education,Couple with children,1027,40.0,long term,12,12,4,8,2
25,M,Primary or lower secondary education,Couple with children,1402,42.0,long term,12,8,4,9,2
50,M,No education completed,Couple without children,1278,40.0,long term,11,11,5,8,3
47,M,Tertiary education,Single adult with children,2422,40.0,long term,7,14,5,8,2
26,W,Tertiary education,Couple without children,2322,19.0,long term,14,11,5,10,1
68,M,Tertiary education,Other type of household with children,9247,35.0,long term,10,4,5,10,1
29,M,No education completed,Other type of household without children,3767,40.0,long term,10,11,3,8,2
27,W,Tertiary education,Single adult with children,1159,39.0,long term,7,11,5,10,2
61,W,No education completed,Other type of household without children,4528,18.0,short term,3,11,3,9,2
35,W,Tertiary education,Couple with children,1429,37.0,long term,3,2,3,10,4
31,M,Tertiary education,Couple without children,3971,50.0,long term,9,10,4,10,2
59,M,Tertiary education,Single adult with children,3333,35.0,long term,12,9,4,10,2
46,M,Primary or lower secondary education,Other type of household without children,1004,50.0,long term,7,2,2,7,3
72,W,No education completed,Couple without children,2274,35.0,long term,9,14,4,8,2
45,W,Tertiary education,Single adult with children,2949,40.0,long term,10,7,4,9,2
48,M,Upper secondary or post-secondary education,Single adult without children,4300,45.0,long term,8,3,5,10,3
